
epoch:  0 , example:  1  current loss =  0.24182790517807007
epoch:  0 , example:  2  current loss =  0.2145790457725525
epoch:  0 , example:  3  current loss =  0.17018559575080872
epoch:  0 , example:  4  current loss =  0.09015509486198425
epoch:  0 , example:  5  current loss =  0.07981212437152863
epoch:  0 , example:  6  current loss =  0.04077942669391632
epoch:  0 , example:  7  current loss =  0.05697450041770935
epoch:  0 , example:  8  current loss =  0.050990406423807144
epoch:  0 , example:  9  current loss =  0.04854089394211769
epoch:  0 , example:  10  current loss =  0.043086059391498566
epoch:  0 , example:  11  current loss =  0.031441882252693176
epoch:  0 , example:  12  current loss =  0.036489155143499374
epoch:  0 , example:  13  current loss =  0.025475092232227325
epoch:  0 , example:  14  current loss =  0.02472168765962124
epoch:  0 , example:  15  current loss =  0.027786293998360634
epoch:  0 , example:  16  current loss =  0.02785293571650982
epoch:  0 , example:  17  current loss =  0.023543957620859146
epoch:  0 , example:  18  current loss =  0.02318190038204193
epoch:  0 , example:  19  current loss =  0.030445126816630363
epoch:  0 , example:  20  current loss =  0.025644879788160324
